application_id,submission_date,decision_date,applicant_country,visa_type,processing_office,submission_month,submission_year,season,processing_time_days,submission_dayofweek,is_peak_month,quarter,target_days
VISA-0000241,1624320000000000000,2021-08-10,Bangladesh,Tourist,New Delhi,6,2021,Summer,49,1,1,Q2,49
VISA-0000242,1711843200000000000,2024-05-06,India,Business,Mumbai,3,2024,Spring,36,6,0,Q1,36
VISA-0000243,1708560000000000000,2024-03-20,Germany,Tourist,Ottawa,2,2024,Winter,27,3,0,Q1,27
VISA-0000244,1622764800000000000,2021-07-24,India,Tourist,Berlin,6,2021,Summer,50,4,1,Q2,50
VISA-0000245,1728864000000000000,2024-11-24,Unknown,Student,Paris,10,2024,Autumn,41,0,0,Q4,41
VISA-0000246,1674950400000000000,2023-02-17,Canada,Tourist,Singapore,1,2023,Winter,19,6,0,Q1,19
VISA-0000247,1733529600000000000,2025-02-07,Australia,Work,Chennai,12,2024,Winter,62,5,1,Q4,62
VISA-0000248,1615939200000000000,2021-05-03,Brazil,Tourist,Chennai,3,2021,Spring,47,2,0,Q1,47
VISA-0000249,1637712000000000000,2021-12-17,Canada,Tourist,Sydney,11,2021,Autumn,23,2,0,Q4,23
VISA-0000250,1687305600000000000,2023-07-29,Brazil,Business,Dubai,6,2023,Summer,38,2,1,Q2,38
VISA-0000251,1639094400000000000,2022-01-18,India,Tourist,New Delhi,12,2021,Winter,39,4,1,Q4,39
VISA-0000252,1661385600000000000,2022-10-25,Canada,Work,Ottawa,8,2022,Summer,61,3,1,Q3,61
VISA-0000253,1713571200000000000,2024-05-22,Bangladesh,Business,Singapore,4,2024,Spring,32,5,0,Q2,32
VISA-0000254,1632182400000000000,2021-10-27,Brazil,Tourist,Mumbai,9,2021,Autumn,36,1,0,Q3,36
VISA-0000255,1716249600000000000,2024-06-26,Brazil,Business,Singapore,5,2024,Spring,36,1,0,Q2,36
VISA-0000256,1625702400000000000,2021-08-10,France,Tourist,Ottawa,7,2021,Summer,33,3,1,Q3,33
VISA-0000257,1637020800000000000,2022-01-09,China,Student,Sydney,11,2021,Autumn,54,1,0,Q4,54
VISA-0000258,1702080000000000000,2024-01-19,Nigeria,Tourist,Berlin,12,2023,Winter,41,5,1,Q4,41
VISA-0000259,1734566400000000000,2025-01-24,Canada,Dependent,Berlin,12,2024,Winter,36,3,1,Q4,36
VISA-0000260,1636329600000000000,2022-01-12,Philippines,Work,Berlin,11,2021,Autumn,65,0,0,Q4,65
VISA-0000261,1656720000000000000,2022-09-05,Brazil,Student,Mumbai,7,2022,Summer,65,5,1,Q3,65
VISA-0000262,1755302400000000000,2025-09-10,India,Transit,London,8,2025,Summer,25,5,1,Q3,25
VISA-0000263,1765497600000000000,2026-01-14,India,Tourist,Singapore,12,2025,Winter,33,4,1,Q4,33
VISA-0000264,1701043200000000000,2024-01-12,France,Dependent,New Delhi,11,2023,Autumn,46,0,0,Q4,46
VISA-0000265,1679875200000000000,2023-04-29,India,Business,Berlin,3,2023,Spring,33,0,0,Q1,33
VISA-0000266,1664150400000000000,2022-11-05,Germany,Dependent,Sydney,9,2022,Autumn,40,0,0,Q3,40
VISA-0000267,1705968000000000000,2024-03-06,Australia,Dependent,Mumbai,1,2024,Winter,43,1,0,Q1,43
VISA-0000268,1702598400000000000,2024-01-05,Philippines,Transit,Mumbai,12,2023,Winter,21,4,1,Q4,21
VISA-0000269,1655856000000000000,2022-08-05,Brazil,Tourist,Johannesburg,6,2022,Summer,44,2,1,Q2,44
VISA-0000270,1613001600000000000,2021-04-06,Germany,Business,New Delhi,2,2021,Winter,54,3,0,Q1,54
VISA-0000271,1633305600000000000,2021-11-24,Kenya,Business,New Delhi,10,2021,Autumn,51,0,0,Q4,51
VISA-0000272,1760572800000000000,2025-12-16,China,Work,New Delhi,10,2025,Autumn,61,3,0,Q4,61
VISA-0000273,1675382400000000000,2023-03-18,Kenya,Tourist,Dubai,2,2023,Winter,43,4,0,Q1,43
VISA-0000274,1685491200000000000,2023-06-17,Kenya,Transit,Johannesburg,5,2023,Spring,17,2,0,Q2,17
VISA-0000275,1683072000000000000,2023-06-04,China,Tourist,Mumbai,5,2023,Spring,32,2,0,Q2,32
VISA-0000276,1732838400000000000,2025-01-13,India,Student,Paris,11,2024,Autumn,45,4,0,Q4,45
VISA-0000277,1619654400000000000,2021-06-13,Germany,Student,Berlin,4,2021,Spring,45,3,0,Q2,45
VISA-0000278,1622419200000000000,2021-07-10,China,Tourist,Chennai,5,2021,Spring,40,0,0,Q2,40
VISA-0000279,1652918400000000000,2022-07-04,Bangladesh,Business,New Delhi,5,2022,Spring,46,3,0,Q2,46
VISA-0000280,1686182400000000000,2023-07-19,India,Tourist,Sydney,6,2023,Summer,41,3,1,Q2,41
VISA-0000281,1715212800000000000,2024-06-30,UK,Work,New Delhi,5,2024,Spring,52,3,0,Q2,52
VISA-0000282,1686787200000000000,2023-08-08,Mexico,Dependent,Mumbai,6,2023,Summer,54,3,1,Q2,54
VISA-0000283,1679011200000000000,2023-04-16,China,Tourist,Sydney,3,2023,Spring,30,4,0,Q1,30
VISA-0000284,1757289600000000000,2025-10-29,India,Work,Paris,9,2025,Autumn,51,0,0,Q3,51
VISA-0000285,1634774400000000000,2021-11-24,Canada,Tourist,Johannesburg,10,2021,Autumn,34,3,0,Q4,34
VISA-0000286,1699574400000000000,2024-01-03,Pakistan,Dependent,Dubai,11,2023,Autumn,54,4,0,Q4,54
VISA-0000287,1694908800000000000,2023-10-10,China,Transit,London,9,2023,Autumn,23,6,0,Q3,23
VISA-0000288,1684108800000000000,2023-06-06,France,Tourist,London,5,2023,Spring,22,0,0,Q2,22
VISA-0000289,1736726400000000000,2025-03-24,Bangladesh,Unknown,Dubai,1,2025,Winter,70,0,0,Q1,70
VISA-0000290,1651536000000000000,2022-06-25,Brazil,Student,Mumbai,5,2022,Spring,53,1,0,Q2,53
VISA-0000291,1759795200000000000,2025-11-24,Kenya,Student,Sydney,10,2025,Autumn,48,1,0,Q4,48
VISA-0000292,1661731200000000000,2022-11-06,UK,Work,Paris,8,2022,Summer,69,0,1,Q3,69
VISA-0000293,1695340800000000000,2023-11-04,UK,Student,Singapore,9,2023,Autumn,43,4,0,Q3,43
VISA-0000294,1691539200000000000,2023-10-21,Canada,Work,New Delhi,8,2023,Summer,73,2,1,Q3,73
VISA-0000295,1743379200000000000,2025-04-28,UK,Tourist,London,3,2025,Spring,28,0,0,Q1,28
VISA-0000296,1678665600000000000,2023-05-06,Pakistan,Student,Chennai,3,2023,Spring,54,0,0,Q1,54
VISA-0000297,1654300800000000000,2022-08-08,Kenya,Dependent,Dubai,6,2022,Summer,65,5,1,Q2,65
VISA-0000298,1612828800000000000,2021-03-27,Philippines,Tourist,Chennai,2,2021,Winter,46,1,0,Q1,46
VISA-0000299,1666742400000000000,2023-01-01,UK,Work,Johannesburg,10,2022,Autumn,67,2,0,Q4,67
VISA-0000300,1739664000000000000,2025-03-26,Brazil,Tourist,Johannesburg,2,2025,Winter,38,6,0,Q1,38
VISA-0000301,1611014400000000000,2021-03-26,India,Dependent,London,1,2021,Winter,66,1,0,Q1,66
VISA-0000302,1750723200000000000,2025-08-24,China,Work,Ottawa,6,2025,Summer,61,1,1,Q2,61
VISA-0000303,1694995200000000000,2023-10-21,Australia,Student,Ottawa,9,2023,Autumn,33,0,0,Q3,33
VISA-0000304,1631491200000000000,2021-10-13,Germany,Tourist,New Delhi,9,2021,Autumn,30,0,0,Q3,30
VISA-0000305,1657065600000000000,2022-09-12,Nigeria,Student,Singapore,7,2022,Summer,68,2,1,Q3,68
VISA-0000306,1696809600000000000,2023-10-22,UK,Transit,Paris,10,2023,Autumn,13,0,0,Q4,13
VISA-0000307,1659225600000000000,2022-09-23,India,Student,London,7,2022,Summer,54,6,1,Q3,54
VISA-0000308,1626566400000000000,2021-09-24,India,Student,Dubai,7,2021,Summer,68,6,1,Q3,68
VISA-0000309,1714435200000000000,2024-06-03,Pakistan,Business,Ottawa,4,2024,Spring,34,1,0,Q2,34
VISA-0000310,1715385600000000000,2024-07-11,Bangladesh,Student,Chennai,5,2024,Spring,61,5,0,Q2,61
VISA-0000311,1628121600000000000,2021-10-09,Kenya,Student,London,8,2021,Summer,65,3,1,Q3,65
VISA-0000312,1653782400000000000,2022-07-17,Germany,Tourist,Mumbai,5,2022,Spring,49,6,0,Q2,49
VISA-0000313,1647907200000000000,2022-04-24,Mexico,Tourist,Paris,3,2022,Spring,33,1,0,Q1,33
VISA-0000314,1713398400000000000,2024-05-18,France,Business,Berlin,4,2024,Spring,30,3,0,Q2,30
VISA-0000315,1724544000000000000,2024-10-10,Philippines,Dependent,Johannesburg,8,2024,Summer,46,6,1,Q3,46
VISA-0000316,1724025600000000000,2024-10-13,France,Dependent,New Delhi,8,2024,Summer,55,0,1,Q3,55
VISA-0000317,1757462400000000000,2025-10-16,Canada,Dependent,Dubai,9,2025,Autumn,36,2,0,Q3,36
VISA-0000318,1730592000000000000,2024-12-22,India,Student,Dubai,11,2024,Autumn,49,6,0,Q4,49
VISA-0000319,1660003200000000000,2022-09-25,India,Tourist,Dubai,8,2022,Summer,47,1,1,Q3,47
VISA-0000320,1626393600000000000,2021-09-18,Kenya,Work,Johannesburg,7,2021,Summer,64,4,1,Q3,64
VISA-0000321,1706313600000000000,2024-02-12,China,Transit,Ottawa,1,2024,Winter,16,5,0,Q1,16
VISA-0000322,1753833600000000000,2025-09-06,Kenya,Business,Mumbai,7,2025,Summer,38,2,1,Q3,38
VISA-0000323,1763164800000000000,2026-02-13,Germany,Student,New Delhi,11,2025,Autumn,90,5,0,Q4,90
VISA-0000324,1645747200000000000,2022-04-27,Canada,Work,Sydney,2,2022,Winter,61,4,0,Q1,61
VISA-0000325,1646697600000000000,2022-04-22,Australia,Business,Mumbai,3,2022,Spring,45,1,0,Q1,45
VISA-0000326,1615334400000000000,2021-04-30,Canada,Dependent,Mumbai,3,2021,Spring,51,2,0,Q1,51
VISA-0000327,1631664000000000000,2021-10-27,Canada,Business,Mumbai,9,2021,Autumn,42,2,0,Q3,42
VISA-0000328,1696896000000000000,2023-11-28,Bangladesh,Student,London,10,2023,Autumn,49,1,0,Q4,49
VISA-0000329,1695600000000000000,2023-11-05,Brazil,Tourist,Mumbai,9,2023,Autumn,41,0,0,Q3,41
VISA-0000330,1667865600000000000,2022-12-15,Brazil,Student,Sydney,11,2022,Autumn,37,1,0,Q4,37
VISA-0000331,1658275200000000000,2022-08-22,Canada,Tourist,Berlin,7,2022,Summer,33,2,1,Q3,33
VISA-0000332,1740268800000000000,2025-04-22,Bangladesh,Dependent,London,2,2025,Winter,58,6,0,Q1,58
VISA-0000333,1681948800000000000,2023-06-13,India,Student,Unknown,4,2023,Spring,54,3,0,Q2,54
VISA-0000334,1736899200000000000,2025-02-27,Mexico,Student,Dubai,1,2025,Winter,43,2,0,Q1,43
VISA-0000335,1761264000000000000,2025-11-18,Pakistan,Tourist,New Delhi,10,2025,Autumn,25,4,0,Q4,25
VISA-0000336,1659398400000000000,2022-10-11,Philippines,Work,Paris,8,2022,Summer,70,1,1,Q3,70
VISA-0000337,1641340800000000000,2022-03-09,UK,Student,Unknown,1,2022,Winter,63,2,0,Q1,63
VISA-0000338,1759708800000000000,2025-11-07,Mexico,Tourist,Ottawa,10,2025,Autumn,32,0,0,Q4,32
VISA-0000339,1709510400000000000,2024-04-16,UK,Dependent,Chennai,3,2024,Spring,43,0,0,Q1,43
VISA-0000340,1655251200000000000,2022-08-02,Germany,Student,London,6,2022,Summer,48,2,1,Q2,48
VISA-0000341,1707436800000000000,2024-04-02,Nigeria,Student,Mumbai,2,2024,Winter,53,4,0,Q1,53
VISA-0000342,1690588800000000000,2023-09-08,Mexico,Tourist,Dubai,7,2023,Summer,41,5,1,Q3,41
VISA-0000343,1752192000000000000,2025-09-20,Pakistan,Work,Mumbai,7,2025,Summer,71,4,1,Q3,71
VISA-0000344,1649808000000000000,2022-06-16,Bangladesh,Work,Unknown,4,2022,Spring,64,2,0,Q2,64
VISA-0000345,1765756800000000000,2026-02-12,China,Dependent,Chennai,12,2025,Winter,59,0,1,Q4,59
VISA-0000346,1757030400000000000,2025-10-15,Pakistan,Tourist,Dubai,9,2025,Autumn,40,4,0,Q3,40
VISA-0000347,1637884800000000000,2021-12-30,Canada,Transit,Sydney,11,2021,Autumn,34,4,0,Q4,34
VISA-0000348,1635379200000000000,2022-01-02,Pakistan,Work,Dubai,10,2021,Autumn,66,3,0,Q4,66
VISA-0000349,1693526400000000000,2023-10-02,Kenya,Tourist,Paris,9,2023,Autumn,31,4,0,Q3,31
VISA-0000350,1616457600000000000,2021-05-03,Pakistan,Tourist,Dubai,3,2021,Spring,41,1,0,Q1,41
VISA-0000351,1656547200000000000,2022-07-21,Germany,Tourist,Singapore,6,2022,Summer,21,3,1,Q2,21
VISA-0000352,1678060800000000000,2023-04-10,Brazil,Dependent,Chennai,3,2023,Spring,35,0,0,Q1,35
VISA-0000353,1762300800000000000,2025-11-22,Australia,Tourist,Paris,11,2025,Autumn,17,2,0,Q4,17
VISA-0000354,1765929600000000000,2026-02-04,France,Student,London,12,2025,Winter,49,2,1,Q4,49
VISA-0000355,1633305600000000000,2021-12-17,Australia,Work,Dubai,10,2021,Autumn,74,0,0,Q4,74
VISA-0000356,1750032000000000000,2025-07-27,Germany,Dependent,Sydney,6,2025,Summer,41,0,1,Q2,41
VISA-0000357,1623715200000000000,2021-08-28,UK,Work,Singapore,6,2021,Summer,74,1,1,Q2,74
VISA-0000358,1727481600000000000,2024-11-01,Pakistan,Business,Chennai,9,2024,Autumn,34,5,0,Q3,34
VISA-0000359,1742774400000000000,2025-04-16,Australia,Tourist,Sydney,3,2025,Spring,23,0,0,Q1,23
VISA-0000360,1749859200000000000,2025-08-01,France,Dependent,Mumbai,6,2025,Summer,48,5,1,Q2,48
VISA-0000361,1644624000000000000,2022-04-04,Unknown,Tourist,Dubai,2,2022,Winter,51,5,0,Q1,51
VISA-0000362,1750291200000000000,2025-07-27,China,Tourist,New Delhi,6,2025,Summer,38,3,1,Q2,38
VISA-0000363,1627689600000000000,2021-09-06,India,Transit,Ottawa,7,2021,Summer,37,5,1,Q3,37
VISA-0000364,1691193600000000000,2023-09-13,Mexico,Tourist,New Delhi,8,2023,Summer,39,5,1,Q3,39
VISA-0000365,1683417600000000000,2023-06-14,India,Tourist,London,5,2023,Spring,38,6,0,Q2,38
VISA-0000366,1659225600000000000,2022-10-06,Canada,Work,Sydney,7,2022,Summer,67,6,1,Q3,67
VISA-0000367,1612915200000000000,2021-03-27,China,Tourist,Unknown,2,2021,Winter,45,2,0,Q1,45
VISA-0000368,1731110400000000000,2024-12-02,Kenya,Tourist,Ottawa,11,2024,Autumn,23,5,0,Q4,23
VISA-0000369,1662336000000000000,2022-11-09,China,Work,Mumbai,9,2022,Autumn,65,0,0,Q3,65
VISA-0000370,1713744000000000000,2024-05-18,Bangladesh,Business,Berlin,4,2024,Spring,26,0,0,Q2,26
VISA-0000371,1674086400000000000,2023-02-21,Brazil,Business,Paris,1,2023,Winter,33,3,0,Q1,33
VISA-0000372,1668297600000000000,2022-12-08,Canada,Tourist,Sydney,11,2022,Autumn,25,6,0,Q4,25
VISA-0000373,1749168000000000000,2025-08-10,UK,Work,New Delhi,6,2025,Summer,65,4,1,Q2,65
VISA-0000374,1624320000000000000,2021-08-16,Kenya,Business,New Delhi,6,2021,Summer,55,1,1,Q2,55
VISA-0000375,1725580800000000000,2024-10-03,France,Tourist,Berlin,9,2024,Autumn,27,4,0,Q3,27
VISA-0000376,1727136000000000000,2024-10-23,Kenya,Tourist,Johannesburg,9,2024,Autumn,29,1,0,Q3,29
VISA-0000377,1669334400000000000,2022-12-30,Bangladesh,Tourist,Singapore,11,2022,Autumn,35,4,0,Q4,35
VISA-0000378,1650758400000000000,2022-06-11,UK,Student,Ottawa,4,2022,Spring,48,6,0,Q2,48
VISA-0000379,1610236800000000000,2021-02-06,Canada,Tourist,Sydney,1,2021,Winter,27,6,0,Q1,27
VISA-0000380,1757116800000000000,2025-10-06,France,Business,Mumbai,9,2025,Autumn,30,5,0,Q3,30
VISA-0000381,1758844800000000000,2025-10-14,Germany,Transit,New Delhi,9,2025,Autumn,18,4,0,Q3,18
VISA-0000382,1647388800000000000,2022-04-20,Mexico,Tourist,Paris,3,2022,Spring,35,2,0,Q1,35
VISA-0000383,1614470400000000000,2021-05-10,Brazil,Work,Ottawa,2,2021,Winter,71,6,0,Q1,71
VISA-0000384,1628812800000000000,2021-09-27,Bangladesh,Tourist,Sydney,8,2021,Summer,45,4,1,Q3,45
VISA-0000385,1620086400000000000,2021-06-10,India,Tourist,London,5,2021,Spring,37,1,0,Q2,37
VISA-0000386,1740441600000000000,2025-04-06,France,Business,London,2,2025,Winter,40,1,0,Q1,40
VISA-0000387,1750032000000000000,2025-08-02,Mexico,Student,Johannesburg,6,2025,Summer,47,0,1,Q2,47
VISA-0000388,1633564800000000000,2021-11-23,China,Dependent,Paris,10,2021,Autumn,47,3,0,Q4,47
VISA-0000389,1727136000000000000,2024-11-01,Brazil,Student,Berlin,9,2024,Autumn,38,1,0,Q3,38
VISA-0000390,1637712000000000000,2021-12-19,France,Tourist,Ottawa,11,2021,Autumn,25,2,0,Q4,25
VISA-0000391,1667347200000000000,2022-12-22,Mexico,Student,Berlin,11,2022,Autumn,50,2,0,Q4,50
VISA-0000392,1703894400000000000,2024-02-12,Pakistan,Tourist,London,12,2023,Winter,44,5,1,Q4,44
VISA-0000393,1722902400000000000,2024-09-19,France,Dependent,Sydney,8,2024,Summer,44,1,1,Q3,44
VISA-0000394,1747353600000000000,2025-07-08,India,Work,Mumbai,5,2025,Spring,53,4,0,Q2,53
VISA-0000395,1616457600000000000,2021-06-13,Germany,Tourist,Berlin,3,2021,Spring,82,1,0,Q1,82
VISA-0000396,1640390400000000000,2022-03-09,Brazil,Student,New Delhi,12,2021,Winter,74,5,1,Q4,74
VISA-0000397,1653609600000000000,2022-07-19,UK,Work,Berlin,5,2022,Spring,53,4,0,Q2,53
VISA-0000398,1658361600000000000,2022-09-13,Canada,Business,Dubai,7,2022,Summer,54,3,1,Q3,54
VISA-0000399,1766793600000000000,2026-01-29,China,Tourist,New Delhi,12,2025,Winter,33,5,1,Q4,33
VISA-0000400,1731974400000000000,2024-12-12,France,Tourist,Sydney,11,2024,Autumn,23,1,0,Q4,23
VISA-0000401,1659916800000000000,2022-09-10,France,Tourist,Chennai,8,2022,Summer,33,0,1,Q3,33
VISA-0000402,1762646400000000000,2025-12-27,Kenya,Student,Sydney,11,2025,Autumn,48,6,0,Q4,48
VISA-0000403,1688169600000000000,2023-08-23,UK,Student,Unknown,7,2023,Summer,53,5,1,Q3,53
VISA-0000404,1688342400000000000,2023-08-07,Philippines,Tourist,Berlin,7,2023,Summer,35,0,1,Q3,35
VISA-0000405,1677801600000000000,2023-04-23,Canada,Student,Sydney,3,2023,Spring,51,4,0,Q1,51
VISA-0000406,1632096000000000000,2021-11-11,Brazil,Student,London,9,2021,Autumn,52,0,0,Q3,52
VISA-0000407,1756771200000000000,2025-09-28,UK,Tourist,Singapore,9,2025,Autumn,26,1,0,Q3,26
VISA-0000408,1611619200000000000,2021-03-23,Brazil,Dependent,Berlin,1,2021,Winter,56,1,0,Q1,56
VISA-0000409,1636934400000000000,2022-01-28,Philippines,Work,Dubai,11,2021,Autumn,74,0,0,Q4,74
VISA-0000410,1645660800000000000,2022-04-23,Canada,Student,Mumbai,2,2022,Winter,58,3,0,Q1,58
VISA-0000411,1653436800000000000,2022-07-20,Philippines,Student,Sydney,5,2022,Spring,56,2,0,Q2,56
VISA-0000412,1630195200000000000,2021-10-16,Mexico,Tourist,Berlin,8,2021,Summer,48,6,1,Q3,48
VISA-0000413,1612224000000000000,2021-03-25,China,Dependent,Johannesburg,2,2021,Winter,51,1,0,Q1,51
VISA-0000414,1716249600000000000,2024-07-30,China,Work,Dubai,5,2024,Spring,70,1,0,Q2,70
VISA-0000415,1762214400000000000,2025-12-28,Pakistan,Student,Mumbai,11,2025,Autumn,54,1,0,Q4,54
VISA-0000416,1628640000000000000,2021-11-22,Nigeria,Dependent,Berlin,8,2021,Summer,103,2,1,Q3,103
VISA-0000417,1656201600000000000,2022-08-18,China,Dependent,New Delhi,6,2022,Summer,53,6,1,Q2,53
VISA-0000418,1689292800000000000,2023-08-19,Pakistan,Business,London,7,2023,Summer,36,4,1,Q3,36
VISA-0000419,1755648000000000000,2025-09-18,Canada,Tourist,Johannesburg,8,2025,Summer,29,2,1,Q3,29
VISA-0000420,1718928000000000000,2024-07-28,India,Tourist,Paris,6,2024,Summer,37,4,1,Q2,37
VISA-0000421,1730246400000000000,2024-12-26,China,Work,Singapore,10,2024,Autumn,57,2,0,Q4,57
VISA-0000422,1701043200000000000,2024-02-05,Philippines,Student,London,11,2023,Autumn,70,0,0,Q4,70
VISA-0000423,1675209600000000000,2023-04-07,Kenya,Work,Berlin,2,2023,Winter,65,2,0,Q1,65
VISA-0000424,1640908800000000000,2022-02-13,Mexico,Business,Berlin,12,2021,Winter,44,4,1,Q4,44
VISA-0000425,1736208000000000000,2025-02-14,Mexico,Tourist,Chennai,1,2025,Winter,38,1,0,Q1,38
VISA-0000426,1613347200000000000,2021-04-04,Mexico,Tourist,Johannesburg,2,2021,Winter,48,0,0,Q1,48
VISA-0000427,1722211200000000000,2024-09-22,Brazil,Student,Johannesburg,7,2024,Summer,55,0,1,Q3,55
VISA-0000428,1622764800000000000,2021-06-30,Germany,Tourist,Mumbai,6,2021,Summer,26,4,1,Q2,26
VISA-0000429,1725926400000000000,2024-11-18,Brazil,Work,Paris,9,2024,Autumn,69,1,0,Q3,69
VISA-0000430,1739664000000000000,2025-03-23,UK,Business,Ottawa,2,2025,Winter,35,6,0,Q1,35
VISA-0000431,1630108800000000000,2021-11-03,Australia,Student,Berlin,8,2021,Summer,67,5,1,Q3,67
VISA-0000432,1677801600000000000,2023-04-14,Kenya,Business,Dubai,3,2023,Spring,42,4,0,Q1,42
VISA-0000433,1628899200000000000,2021-10-13,Pakistan,Student,Chennai,8,2021,Summer,60,5,1,Q3,60
VISA-0000434,1698883200000000000,2023-11-29,UK,Business,Mumbai,11,2023,Autumn,27,3,0,Q4,27
VISA-0000435,1755648000000000000,2025-09-12,Australia,Tourist,Sydney,8,2025,Summer,23,2,1,Q3,23
VISA-0000436,1622160000000000000,2021-07-05,France,Unknown,Singapore,5,2021,Spring,38,4,0,Q2,38
VISA-0000437,1672099200000000000,2023-02-05,Brazil,Business,Singapore,12,2022,Winter,40,1,1,Q4,40
VISA-0000438,1762819200000000000,2025-12-08,China,Tourist,London,11,2025,Autumn,27,1,0,Q4,27
VISA-0000439,1656892800000000000,2022-09-05,China,Work,Singapore,7,2022,Summer,63,0,1,Q3,63
VISA-0000440,1630281600000000000,2021-10-21,Unknown,Dependent,London,8,2021,Summer,52,0,1,Q3,52
VISA-0000441,1686441600000000000,2023-08-08,Pakistan,Tourist,Dubai,6,2023,Summer,58,6,1,Q2,58
VISA-0000442,1689552000000000000,2023-08-31,Brazil,Business,London,7,2023,Summer,45,0,1,Q3,45
VISA-0000443,1713916800000000000,2024-05-16,Brazil,Transit,Sydney,4,2024,Spring,22,2,0,Q2,22
VISA-0000444,1658880000000000000,2022-09-11,Mexico,Dependent,Sydney,7,2022,Summer,46,2,1,Q3,46
VISA-0000445,1760140800000000000,2025-11-25,France,Student,Berlin,10,2025,Autumn,45,5,0,Q4,45
VISA-0000446,1691539200000000000,2023-10-27,Bangladesh,Work,Sydney,8,2023,Summer,79,2,1,Q3,79
VISA-0000447,1654560000000000000,2022-07-04,Australia,Transit,Sydney,6,2022,Summer,27,1,1,Q2,27
VISA-0000448,1760832000000000000,2025-12-06,Brazil,Unknown,Berlin,10,2025,Autumn,48,6,0,Q4,48
VISA-0000449,1755216000000000000,2025-09-18,Philippines,Tourist,Ottawa,8,2025,Summer,34,4,1,Q3,34
VISA-0000450,1688083200000000000,2023-08-06,China,Tourist,Sydney,6,2023,Summer,37,4,1,Q2,37
VISA-0000451,1613347200000000000,2021-04-04,Kenya,Business,New Delhi,2,2021,Winter,48,0,0,Q1,48
VISA-0000452,1703548800000000000,2024-02-09,Pakistan,Student,Singapore,12,2023,Winter,45,1,1,Q4,45
VISA-0000453,1696982400000000000,2023-11-16,Pakistan,Tourist,Mumbai,10,2023,Autumn,36,2,0,Q4,36
VISA-0000454,1632787200000000000,2021-11-08,Nigeria,Tourist,Singapore,9,2021,Autumn,41,1,0,Q3,41
VISA-0000455,1709424000000000000,2024-04-07,Mexico,Business,Paris,3,2024,Spring,35,6,0,Q1,35
VISA-0000456,1741996800000000000,2025-05-09,Kenya,Student,Johannesburg,3,2025,Spring,55,5,0,Q1,55
VISA-0000457,1626134400000000000,2021-09-18,Philippines,Dependent,New Delhi,7,2021,Summer,67,1,1,Q3,67
VISA-0000458,1723507200000000000,2024-09-16,UK,Business,Chennai,8,2024,Summer,34,1,1,Q3,34
VISA-0000459,1631577600000000000,2021-12-06,India,Transit,New Delhi,9,2021,Autumn,83,1,0,Q3,83
VISA-0000460,1727481600000000000,2024-11-06,Mexico,Dependent,Ottawa,9,2024,Autumn,39,5,0,Q3,39
VISA-0000461,1675468800000000000,2023-03-02,France,Tourist,Singapore,2,2023,Winter,26,5,0,Q1,26
VISA-0000462,1610409600000000000,2021-03-20,China,Work,Paris,1,2021,Winter,67,1,0,Q1,67
VISA-0000463,1761782400000000000,2025-11-17,China,Tourist,Berlin,10,2025,Autumn,18,3,0,Q4,18
VISA-0000464,1635552000000000000,2021-12-01,France,Transit,Singapore,10,2021,Autumn,32,5,0,Q4,32
VISA-0000465,1703376000000000000,2024-01-31,Brazil,Tourist,New Delhi,12,2023,Winter,38,6,1,Q4,38
VISA-0000466,1638057600000000000,2022-01-26,Mexico,Work,Paris,11,2021,Autumn,59,6,0,Q4,59
VISA-0000467,1756512000000000000,2025-10-25,Pakistan,Dependent,London,8,2025,Summer,56,5,1,Q3,56
VISA-0000468,1725840000000000000,2024-09-30,Canada,Tourist,Berlin,9,2024,Autumn,21,0,0,Q3,21
VISA-0000469,1736208000000000000,2025-03-14,India,Dependent,Paris,1,2025,Winter,66,1,0,Q1,66
VISA-0000470,1677542400000000000,2023-03-26,India,Tourist,Berlin,2,2023,Winter,26,1,0,Q1,26
