case_status,application_date,decision_date,processing_office,applicant_country,applicant_age,education_level,job_title,occupation_category,prevailing_wage,wage_category,full_time_position,processing_time,season
W,2022-03-29,2022-04-17,POTOMAC SERVICE CENTER,INDIA,32.0,MASTER'S,STAFF ACCOUNTANT,IT,47715.0,LOW,Y,19,Spring
C,2022-02-16,2022-04-07,TEXAS SERVICE CENTER,CANADA,41.0,MASTER'S,SENIOR GEOPHYSICIST,FINANCE,130790.0,HIGH,Y,50,Winter
C,2022-06-19,2022-07-05,VERMONT SERVICE CENTER,INDIA,47.0,MASTER'S,JAVA DEVELOPER - I,IT,68827.0,MEDIUM,Y,16,Summer
C,2022-10-03,2022-10-18,VERMONT SERVICE CENTER,INDIA,23.0,MASTER'S,PARTNER MANAGER,EDUCATION,73466.0,MEDIUM,Y,15,Fall
C,2022-12-24,2023-01-26,NEBRASKA SERVICE CENTER,INDIA,22.0,BACHELOR'S,SR DEVOPS ENGINEER,IT,85197.0,MEDIUM,Y,33,Winter
C,2022-03-08,2022-04-04,TEXAS SERVICE CENTER,INDIA,38.0,MASTER'S,ASSISTANT PROJECT MANAGER,IT,60798.0,MEDIUM,Y,27,Spring
C,2022-06-10,2022-07-06,POTOMAC SERVICE CENTER,INDIA,47.0,MASTER'S,ASSISTANT MANAGER-SOFTWARE/APPLICATION PROGRAMMER,IT,80400.0,MEDIUM,Y,26,Summer
CW,2022-11-10,2022-12-16,CALIFORNIA SERVICE CENTER,INDIA,41.0,BACHELOR'S,PRINCIPAL CONSULTANT,MEDICAL,60133.0,MEDIUM,Y,36,Fall
C,2022-11-10,2022-12-30,VERMONT SERVICE CENTER,INDIA,28.0,MASTER'S,JAVA DEVELOPER - II,OTHER,85197.0,MEDIUM,Y,50,Fall
C,2022-03-09,2022-03-28,POTOMAC SERVICE CENTER,INDIA,46.0,MASTER'S,CHIEF OPERATING OFFICER,IT,186056.0,HIGH,Y,19,Spring
C,2022-03-30,2022-05-10,VERMONT SERVICE CENTER,INDIA,28.0,BACHELOR'S,FINANCIAL ANALYST II,ENGINEERING,63900.0,MEDIUM,Y,41,Spring
C,2022-03-15,2022-03-30,VERMONT SERVICE CENTER,CHINA,41.0,MASTER'S,SOFTWARE ENGINEER,IT,68827.0,MEDIUM,Y,15,Spring
C,2022-03-31,2022-04-14,POTOMAC SERVICE CENTER,INDIA,57.0,MASTER'S,SOFTWARE DEVELOPER,ENGINEERING,85197.0,MEDIUM,N,14,Spring
C,2022-02-05,2022-03-01,TEXAS SERVICE CENTER,INDIA,56.0,BACHELOR'S,COMPUTER PROGRAMMER,ENGINEERING,46301.0,LOW,N,24,Winter
C,2022-01-01,2022-02-26,TEXAS SERVICE CENTER,INDIA,57.0,MASTER'S,SENIOR BUSINESS ANALYST,OTHER,62754.0,MEDIUM,Y,56,Winter
C,2022-01-28,2022-03-20,CALIFORNIA SERVICE CENTER,CHINA,32.0,MASTER'S,SENIOR SOFTWARE AUTOMATION TEST ENGINEER,IT,107806.0,HIGH,Y,51,Winter
C,2022-03-26,2022-04-10,POTOMAC SERVICE CENTER,CHINA,33.0,MASTER'S,JAVA DEVELOPER - II,IT,85197.0,MEDIUM,Y,15,Spring
C,2022-11-25,2022-12-21,TEXAS SERVICE CENTER,INDIA,27.0,MASTER'S,SOFTWARE DESIGNER,FINANCE,101566.0,HIGH,Y,26,Fall
C,2022-11-05,2022-12-06,POTOMAC SERVICE CENTER,INDIA,35.0,MASTER'S,SOFTWARE DEVELOPER APPLICATION,IT,90646.0,MEDIUM,Y,31,Fall
C,2022-02-28,2022-04-06,NEBRASKA SERVICE CENTER,PHILIPPINES,48.0,BACHELOR'S,JAVA DEVELOPER - II,IT,90646.0,MEDIUM,Y,37,Winter
C,2022-04-30,2022-06-08,VERMONT SERVICE CENTER,CANADA,37.0,MASTER'S,E-COMMERCE SYSTEMS ANALYST/STRATEGIEST,IT,92893.0,MEDIUM,Y,39,Spring
C,2022-05-17,2022-06-04,VERMONT SERVICE CENTER,INDIA,38.0,MASTER'S,SOFTWARE DEVELOPER,IT,68827.0,MEDIUM,N,18,Spring
C,2022-03-01,2022-04-24,POTOMAC SERVICE CENTER,CANADA,34.0,BACHELOR'S,SOFTWARE DEVELOPER,IT,90646.0,MEDIUM,Y,54,Spring
C,2022-05-07,2022-06-01,NEBRASKA SERVICE CENTER,INDIA,48.0,MASTER'S,BUSINESS INTELLIGENCE DEVELOPER,IT,98176.0,MEDIUM,Y,25,Spring
W,2022-12-12,2023-01-06,NEBRASKA SERVICE CENTER,INDIA,58.0,MASTER'S,SR DEVOPS ENGINEER,OTHER,68827.0,MEDIUM,Y,25,Winter
C,2022-12-11,2023-01-28,NEBRASKA SERVICE CENTER,INDIA,36.0,MASTER'S,PROGRAMMER ANALYST,ENGINEERING,62754.0,MEDIUM,Y,48,Winter
C,2022-11-04,2022-12-18,CALIFORNIA SERVICE CENTER,INDIA,54.0,MASTER'S,ASSOCIATE SPECIALIST-TECHNOLOGY/APPLICATION ARCHITECT,IT,96700.0,MEDIUM,Y,44,Fall
C,2022-09-21,2022-10-05,TEXAS SERVICE CENTER,CHINA,55.0,MASTER'S,SOFTWARE SYSTEMS ANALYST II,IT,78957.0,MEDIUM,Y,14,Fall
C,2022-09-29,2022-11-18,TEXAS SERVICE CENTER,INDIA,41.0,BACHELOR'S,PROGRAMMER ANALYST,IT,62754.0,MEDIUM,Y,50,Fall
C,2022-07-17,2022-08-06,VERMONT SERVICE CENTER,CHINA,25.0,MASTER'S,TECHNOLOGY ANALYST - US,IT,62754.0,MEDIUM,Y,20,Summer
C,2022-12-23,2023-01-14,TEXAS SERVICE CENTER,INDIA,28.0,MASTER'S,DEVELOPER USER INTERFACE,IT,59530.0,LOW,Y,22,Winter
C,2022-08-28,2022-10-18,NEBRASKA SERVICE CENTER,INDIA,41.0,MASTER'S,PROGRAMMER ANALYST,IT,62858.0,MEDIUM,Y,51,Summer
C,2022-06-08,2022-08-07,NEBRASKA SERVICE CENTER,INDIA,42.0,MASTER'S,DEVELOPER USER INTERFACE,IT,59530.0,LOW,Y,60,Summer
C,2022-12-24,2023-01-23,CALIFORNIA SERVICE CENTER,INDIA,25.0,MASTER'S,SOFTWARE DEVELOPMENT SPECIALIST,ENGINEERING,68827.0,MEDIUM,Y,30,Winter
C,2022-07-24,2022-08-31,POTOMAC SERVICE CENTER,INDIA,43.0,BACHELOR'S,TEST ANALYST - US - PROFESSIONAL,ENGINEERING,60798.0,MEDIUM,Y,38,Summer
C,2022-05-03,2022-06-26,CALIFORNIA SERVICE CENTER,INDIA,44.0,MASTER'S,RESEARCH ENGINEER,IT,49088.0,LOW,Y,54,Spring
C,2022-08-07,2022-09-12,POTOMAC SERVICE CENTER,MEXICO,53.0,MASTER'S,APPLICATIONS SYSTEM ENGINEER 5,IT,117936.0,HIGH,Y,36,Summer
C,2022-05-27,2022-06-28,POTOMAC SERVICE CENTER,CHINA,36.0,MASTER'S,JAVA DEVELOPER - I,IT,68827.0,MEDIUM,Y,32,Spring
C,2022-02-25,2022-04-23,POTOMAC SERVICE CENTER,CHINA,41.0,BACHELOR'S,SOFTWARE DEVELOPER,FINANCE,101566.0,HIGH,N,57,Winter
C,2022-08-28,2022-09-28,VERMONT SERVICE CENTER,INDIA,48.0,MASTER'S,SOFTWARE ENGINEER,IT,67891.0,MEDIUM,Y,31,Summer
C,2022-07-10,2022-08-23,POTOMAC SERVICE CENTER,INDIA,58.0,MASTER'S,BI CONSULTANT - I,IT,68827.0,MEDIUM,Y,44,Summer
C,2022-05-09,2022-06-10,CALIFORNIA SERVICE CENTER,INDIA,59.0,MASTER'S,PROGRAMMER ANALYST,IT,78957.0,MEDIUM,Y,32,Spring
C,2022-04-23,2022-06-20,CALIFORNIA SERVICE CENTER,INDIA,47.0,MASTER'S,SOFTWARE ENGINEER,IT,101566.0,HIGH,Y,58,Spring
C,2022-04-09,2022-06-06,POTOMAC SERVICE CENTER,INDIA,41.0,MASTER'S,SOFTWARE ENGINEER,MEDICAL,101566.0,HIGH,Y,58,Spring
C,2022-11-18,2023-01-15,POTOMAC SERVICE CENTER,INDIA,53.0,BACHELOR'S,INTERNAL SALES ASSOCIATE,IT,38813.0,LOW,Y,58,Fall
C,2022-07-18,2022-09-07,NEBRASKA SERVICE CENTER,INDIA,27.0,MASTER'S,PROGRAMMER ANALYST,FINANCE,62754.0,MEDIUM,Y,51,Summer
C,2022-05-23,2022-06-14,TEXAS SERVICE CENTER,INDIA,49.0,BACHELOR'S,DEVELOPER,OTHER,67891.0,MEDIUM,Y,22,Spring
C,2022-01-22,2022-03-03,POTOMAC SERVICE CENTER,INDIA,34.0,MASTER'S,AUDIENCE MANAGEMENT ANALYST,IT,45136.0,LOW,Y,40,Winter
C,2022-01-08,2022-02-17,POTOMAC SERVICE CENTER,INDIA,22.0,MASTER'S,IT BUSINESS SYSTEM ANALYST,FINANCE,62754.0,MEDIUM,Y,40,Winter
C,2022-06-22,2022-08-16,POTOMAC SERVICE CENTER,PHILIPPINES,48.0,MASTER'S,PROGRAMMER ANALYST,IT,46301.0,LOW,Y,55,Summer
C,2022-05-18,2022-07-09,CALIFORNIA SERVICE CENTER,CHINA,23.0,MASTER'S,SOLUTION ARCHITECT,IT,101566.0,HIGH,Y,52,Spring
C,2022-12-31,2023-01-16,NEBRASKA SERVICE CENTER,PHILIPPINES,46.0,MASTER'S,APPLICATION PROGRAMMER SPECIALIST,FINANCE,48.83,LOW,Y,16,Winter
C,2022-07-24,2022-09-09,CALIFORNIA SERVICE CENTER,INDIA,34.0,MASTER'S,SOFTWARE APPLICATIONS DEVELOPER,MEDICAL,68827.0,MEDIUM,Y,47,Summer
C,2022-08-27,2022-09-14,CALIFORNIA SERVICE CENTER,SOUTH KOREA,50.0,BACHELOR'S,SOFTWARE DEVELOPER,IT,85197.0,MEDIUM,Y,18,Summer
C,2022-08-07,2022-09-04,CALIFORNIA SERVICE CENTER,INDIA,34.0,MASTER'S,TECHNICAL CONSULTANT,ENGINEERING,93475.0,MEDIUM,Y,28,Summer
C,2022-06-06,2022-06-22,VERMONT SERVICE CENTER,SOUTH KOREA,37.0,DOCTORATE,TECHNICAL RECRUITER AND ACCOUNTING SPECIALIST,IT,38480.0,LOW,Y,16,Summer
CW,2022-10-16,2022-11-28,VERMONT SERVICE CENTER,INDIA,41.0,MASTER'S,BUSINESS INTELLIGENCE MANAGER,EDUCATION,107203.0,HIGH,Y,43,Fall
C,2022-01-26,2022-03-20,POTOMAC SERVICE CENTER,CHINA,51.0,MASTER'S,SOFTWARE DEVELOPER APPLICATION,FINANCE,101566.0,HIGH,Y,53,Winter
C,2022-10-08,2022-10-30,POTOMAC SERVICE CENTER,INDIA,41.0,BACHELOR'S,TECHNICAL CONSULTANT - II,IT,85197.0,MEDIUM,N,22,Fall
C,2022-02-13,2022-04-14,NEBRASKA SERVICE CENTER,PHILIPPINES,41.0,BACHELOR'S,PROGRAMMER ANALYST,FINANCE,46301.0,LOW,Y,60,Winter
C,2022-06-30,2022-08-25,NEBRASKA SERVICE CENTER,INDIA,51.0,MASTER'S,PROGRAMMER ANALYST,IT,62754.0,MEDIUM,Y,56,Summer
C,2022-06-12,2022-07-13,POTOMAC SERVICE CENTER,INDIA,42.0,MASTER'S,SENIOR SOFTWARE DEVELOPER,IT,85197.0,MEDIUM,Y,31,Summer
C,2022-11-10,2023-01-09,CALIFORNIA SERVICE CENTER,INDIA,58.0,BACHELOR'S,PROGRAMMER ANALYST,IT,78957.0,MEDIUM,Y,60,Fall
C,2022-02-03,2022-02-19,POTOMAC SERVICE CENTER,INDIA,59.0,DOCTORATE,JAVA DEVELOPER - I,ENGINEERING,68827.0,MEDIUM,Y,16,Winter
C,2022-08-16,2022-10-07,CALIFORNIA SERVICE CENTER,INDIA,55.0,BACHELOR'S,SOFTWARE DEVELOPER,IT,85197.0,MEDIUM,Y,52,Summer
C,2022-09-05,2022-09-25,CALIFORNIA SERVICE CENTER,INDIA,41.0,MASTER'S,CONSULTANT LEVEL 3,IT,98176.0,MEDIUM,Y,20,Fall
C,2022-06-17,2022-08-02,VERMONT SERVICE CENTER,CHINA,52.0,BACHELOR'S,"VICE PRESIDENT, ENGINEERING",IT,180336.0,HIGH,Y,46,Summer
C,2022-07-06,2022-09-02,NEBRASKA SERVICE CENTER,SOUTH KOREA,39.0,MASTER'S,LEAD ATG DEVELOPER,FINANCE,107806.0,HIGH,Y,58,Summer
C,2022-09-08,2022-10-14,POTOMAC SERVICE CENTER,INDIA,43.0,MASTER'S,SALES ENGINEER,FINANCE,71386.0,MEDIUM,Y,36,Fall
C,2022-09-03,2022-10-30,VERMONT SERVICE CENTER,INDIA,29.0,MASTER'S,MANAGEMENT ANALYST (QUANTITATIVE MARKETS),IT,60195.0,MEDIUM,Y,57,Fall
C,2022-09-18,2022-10-06,POTOMAC SERVICE CENTER,CANADA,37.0,MASTER'S,SOFTWARE DEVELOPER,FINANCE,90646.0,MEDIUM,Y,18,Fall
C,2022-07-25,2022-09-06,POTOMAC SERVICE CENTER,CHINA,38.0,MASTER'S,TECHNOLOGY LEAD - US - PROFESSIONAL,IT,78957.0,MEDIUM,N,43,Summer
C,2022-06-01,2022-07-03,POTOMAC SERVICE CENTER,INDIA,51.0,MASTER'S,COMPUTER SYSTEMS ANALSYT,FINANCE,79414.0,MEDIUM,N,32,Summer
C,2022-05-18,2022-06-23,CALIFORNIA SERVICE CENTER,INDIA,47.0,BACHELOR'S,JAVA DEVELOPER - II,IT,85197.0,MEDIUM,Y,36,Spring
C,2022-02-20,2022-03-10,NEBRASKA SERVICE CENTER,CHINA,53.0,MASTER'S,LEAD-SOFTWARE/APPLICATION ARCHITECT,IT,79498.0,MEDIUM,Y,18,Winter
C,2022-03-13,2022-04-14,POTOMAC SERVICE CENTER,CHINA,27.0,BACHELOR'S,SECURITY ENGINEER,MEDICAL,71386.0,MEDIUM,Y,32,Spring
C,2022-01-08,2022-01-22,TEXAS SERVICE CENTER,CHINA,44.0,MASTER'S,PRINCIPAL APPLICATIONS DEVELOPER,IT,117936.0,HIGH,Y,14,Winter
C,2022-07-17,2022-07-27,VERMONT SERVICE CENTER,INDIA,41.0,MASTER'S,PROGRAMMER ANALYST,OTHER,62754.0,MEDIUM,Y,10,Summer
C,2022-01-26,2022-03-18,CALIFORNIA SERVICE CENTER,CHINA,41.0,MASTER'S,MARKETING ANALYST,IT,60798.0,MEDIUM,Y,51,Winter
C,2022-07-15,2022-08-06,POTOMAC SERVICE CENTER,CANADA,41.0,MASTER'S,GRADUATE INTERN,FINANCE,51688.0,LOW,Y,22,Summer
C,2022-04-04,2022-04-26,POTOMAC SERVICE CENTER,INDIA,57.0,MASTER'S,BUSINESS ANALYST,IT,62858.0,MEDIUM,Y,22,Spring
CW,2022-06-01,2022-06-19,VERMONT SERVICE CENTER,INDIA,46.0,MASTER'S,SOFTWARE ENGINEER,IT,65042.0,MEDIUM,N,18,Summer
C,2022-05-08,2022-06-08,CALIFORNIA SERVICE CENTER,CHINA,41.0,BACHELOR'S,AVP; CNSLT - SYSTEMS ENG,IT,79498.0,MEDIUM,Y,31,Spring
C,2022-01-17,2022-02-11,TEXAS SERVICE CENTER,INDIA,45.0,MASTER'S,PRODUCTION ENGINEER,FINANCE,61568.0,MEDIUM,N,25,Winter
C,2022-03-23,2022-05-05,VERMONT SERVICE CENTER,PHILIPPINES,31.0,BACHELOR'S,UNIX APPLICATION SERVICES ENGINEER,IT,85197.0,MEDIUM,Y,43,Spring
C,2022-10-23,2022-12-16,TEXAS SERVICE CENTER,INDIA,41.0,MASTER'S,RISK ANALYST,FINANCE,54538.0,LOW,Y,54,Fall
C,2022-10-27,2022-11-12,CALIFORNIA SERVICE CENTER,CANADA,25.0,DOCTORATE,"SENIOR MANAGER, CONSULTING",FINANCE,124301.0,HIGH,Y,16,Fall
CW,2022-01-06,2022-01-25,TEXAS SERVICE CENTER,INDIA,42.0,BACHELOR'S,SENIOR SOFTWARE AUTOMATION TEST ENGINEER,IT,85197.0,MEDIUM,Y,19,Winter
C,2022-10-02,2022-11-05,NEBRASKA SERVICE CENTER,INDIA,43.0,BACHELOR'S,DEVELOPER USER INTERFACE,IT,59530.0,LOW,N,34,Fall
C,2022-05-31,2022-06-27,POTOMAC SERVICE CENTER,INDIA,28.0,BACHELOR'S,SYSTEMS ANALYST,FINANCE,62754.0,MEDIUM,Y,27,Spring
C,2022-02-21,2022-03-17,POTOMAC SERVICE CENTER,INDIA,41.0,BACHELOR'S,PROGRAMMER ANALYST,EDUCATION,62754.0,MEDIUM,Y,24,Winter
C,2022-10-10,2022-10-29,NEBRASKA SERVICE CENTER,INDIA,47.0,MASTER'S,ORACLE APPLICATIONS CONSULTANT - II,IT,85197.0,MEDIUM,Y,19,Fall
CW,2022-03-01,2022-04-03,CALIFORNIA SERVICE CENTER,INDIA,52.0,MASTER'S,JAVA DEVELOPER,ENGINEERING,62754.0,MEDIUM,Y,33,Spring
C,2022-08-02,2022-09-24,POTOMAC SERVICE CENTER,INDIA,31.0,DOCTORATE,SOFTWARE ENGINEER,FINANCE,85197.0,MEDIUM,Y,53,Summer
C,2022-04-17,2022-06-05,POTOMAC SERVICE CENTER,INDIA,38.0,MASTER'S,DOT NET DEVELOPER,IT,68827.0,MEDIUM,N,49,Spring
C,2022-02-07,2022-02-25,VERMONT SERVICE CENTER,INDIA,52.0,MASTER'S,DATA WAREHOUSING SPECIALIST,ENGINEERING,98176.0,MEDIUM,N,18,Winter
C,2022-07-06,2022-08-05,POTOMAC SERVICE CENTER,CHINA,25.0,MASTER'S,PROJECT MANAGER,ENGINEERING,79498.0,MEDIUM,Y,30,Summer
C,2022-12-04,2023-01-31,TEXAS SERVICE CENTER,INDIA,43.0,MASTER'S,SOFTWARE DEVELOPER,EDUCATION,101566.0,HIGH,N,58,Winter
C,2022-05-21,2022-07-07,NEBRASKA SERVICE CENTER,INDIA,36.0,MASTER'S,PROGRAMMER ANALYST,ENGINEERING,62754.0,MEDIUM,Y,47,Spring
C,2022-05-11,2022-06-28,NEBRASKA SERVICE CENTER,INDIA,28.0,MASTER'S,STAFF ACCOUNTANT,IT,64064.0,MEDIUM,Y,48,Spring
C,2022-05-18,2022-07-09,POTOMAC SERVICE CENTER,INDIA,36.0,MASTER'S,SYSTEMS DEVELOPER -II,IT,85197.0,MEDIUM,Y,52,Spring
C,2022-02-03,2022-04-02,POTOMAC SERVICE CENTER,INDIA,43.0,BACHELOR'S,ORACLE APPLICATIONS DBA - II,OTHER,85197.0,MEDIUM,Y,58,Winter
C,2022-08-31,2022-10-29,NEBRASKA SERVICE CENTER,INDIA,32.0,MASTER'S,JAVA DEVELOPER - II,OTHER,85197.0,MEDIUM,Y,59,Summer
C,2022-11-11,2022-11-21,TEXAS SERVICE CENTER,INDIA,48.0,BACHELOR'S,BUSINESS ANALYST - I,EDUCATION,62754.0,MEDIUM,Y,10,Fall
C,2022-02-28,2022-03-28,NEBRASKA SERVICE CENTER,CANADA,41.0,MASTER'S,SOFTWARE DEVELOPER,IT,65042.0,MEDIUM,Y,28,Winter
C,2022-08-08,2022-09-25,TEXAS SERVICE CENTER,CHINA,22.0,BACHELOR'S,BUSINESS SYSTEM ANALYST,FINANCE,79414.0,MEDIUM,Y,48,Summer
C,2022-11-28,2023-01-26,TEXAS SERVICE CENTER,INDIA,46.0,MASTER'S,PROJECT MANAGER,IT,79498.0,MEDIUM,N,59,Fall
C,2022-10-03,2022-11-18,POTOMAC SERVICE CENTER,INDIA,38.0,BACHELOR'S,AVP; SPECIALIST - INFO SECURITY ENGINEER,IT,78957.0,MEDIUM,Y,46,Fall
C,2022-09-01,2022-10-17,NEBRASKA SERVICE CENTER,INDIA,28.0,MASTER'S,PROGRAMMER ANALYST,IT,30.17,LOW,Y,46,Fall
C,2022-01-18,2022-02-01,CALIFORNIA SERVICE CENTER,SOUTH KOREA,43.0,MASTER'S,ORACLE APPLICATIONS CONSULTANT - II,IT,85197.0,MEDIUM,Y,14,Winter
C,2022-01-06,2022-01-27,TEXAS SERVICE CENTER,INDIA,33.0,MASTER'S,QA ANALYST - II,MEDICAL,79498.0,MEDIUM,Y,21,Winter
C,2022-03-18,2022-04-26,VERMONT SERVICE CENTER,INDIA,36.0,BACHELOR'S,SOFTWARE ENGINEER,FINANCE,68827.0,MEDIUM,Y,39,Spring
C,2022-02-13,2022-03-09,TEXAS SERVICE CENTER,INDIA,56.0,MASTER'S,SENIOR PROJECT MANAGER - US - PRACTITIONER,IT,116875.0,HIGH,Y,24,Winter
CW,2022-07-23,2022-08-14,POTOMAC SERVICE CENTER,INDIA,35.0,MASTER'S,SENIOR SOFTWARE DEVELOPER,IT,85197.0,MEDIUM,Y,22,Summer
C,2022-05-28,2022-07-04,POTOMAC SERVICE CENTER,INDIA,40.0,BACHELOR'S,QA ANALYST - II,IT,79498.0,MEDIUM,Y,37,Spring
C,2022-12-10,2023-01-03,VERMONT SERVICE CENTER,CANADA,35.0,MASTER'S,PROGRAMMER ANALYST,ENGINEERING,46301.0,LOW,Y,24,Winter
C,2022-05-30,2022-06-12,NEBRASKA SERVICE CENTER,INDIA,42.0,MASTER'S,SOFTWARE DEVELOPMENT ENGINEER,IT,117936.0,HIGH,Y,13,Spring
C,2022-10-26,2022-11-11,POTOMAC SERVICE CENTER,INDIA,24.0,MASTER'S,BI CONSULTANT - II,IT,79498.0,MEDIUM,Y,16,Fall
C,2022-01-26,2022-02-22,CALIFORNIA SERVICE CENTER,INDIA,51.0,MASTER'S,BI CONSULTANT - II,ENGINEERING,85197.0,MEDIUM,Y,27,Winter
C,2022-07-13,2022-08-17,POTOMAC SERVICE CENTER,INDIA,31.0,MASTER'S,FINANCIAL QUANTITATIVE ANALYST,IT,42557.0,LOW,Y,35,Summer
C,2022-08-29,2022-10-27,POTOMAC SERVICE CENTER,CANADA,47.0,MASTER'S,BUSINESS SYSTEMS ANALYST,IT,62754.0,MEDIUM,Y,59,Summer
C,2022-11-25,2022-12-24,CALIFORNIA SERVICE CENTER,INDIA,26.0,MASTER'S,"ICS CONSULTANT, PRINCIPAL",MEDICAL,85197.0,MEDIUM,Y,29,Fall
C,2022-11-20,2023-01-03,TEXAS SERVICE CENTER,INDIA,41.0,DOCTORATE,IT BUSINESS ANALYST,IT,46.14,LOW,Y,44,Fall
C,2022-11-20,2023-01-12,POTOMAC SERVICE CENTER,INDIA,48.0,BACHELOR'S,INTERNAL SALES ASSOCIATE,EDUCATION,38813.0,LOW,Y,53,Fall
C,2022-02-10,2022-03-20,POTOMAC SERVICE CENTER,INDIA,41.0,BACHELOR'S,SENIOR CONSULTANT,IT,68474.0,MEDIUM,Y,38,Winter
C,2022-01-05,2022-02-09,NEBRASKA SERVICE CENTER,INDIA,29.0,MASTER'S,SR. DEVELOPMENT DBA,ENGINEERING,117936.0,HIGH,Y,35,Winter
C,2022-12-23,2023-01-11,VERMONT SERVICE CENTER,INDIA,38.0,MASTER'S,SOFTWARE ENGINEER,IT,85197.0,MEDIUM,Y,19,Winter
C,2022-09-11,2022-10-15,POTOMAC SERVICE CENTER,INDIA,52.0,MASTER'S,SECURITY ENGINEER,IT,71386.0,MEDIUM,Y,34,Fall
C,2022-06-07,2022-06-22,VERMONT SERVICE CENTER,CHINA,56.0,MASTER'S,SOFTWARE ENGINEER,IT,70221.0,MEDIUM,Y,15,Summer
C,2022-03-29,2022-05-05,POTOMAC SERVICE CENTER,INDIA,41.0,BACHELOR'S,PROGRAMMER,IT,46301.0,LOW,Y,37,Spring
C,2022-05-12,2022-07-02,POTOMAC SERVICE CENTER,INDIA,25.0,MASTER'S,SECURITY ENGINEER,IT,71386.0,MEDIUM,Y,51,Spring
C,2022-03-11,2022-04-26,POTOMAC SERVICE CENTER,INDIA,40.0,BACHELOR'S,BUSINESS SYSTEM ANALYST,IT,78957.0,MEDIUM,Y,46,Spring
C,2022-08-21,2022-09-26,CALIFORNIA SERVICE CENTER,SOUTH KOREA,56.0,BACHELOR'S,SOFTWARE DEVELOPER APPLICATION,ENGINEERING,90646.0,MEDIUM,Y,36,Summer
CW,2022-09-27,2022-11-26,TEXAS SERVICE CENTER,CHINA,41.0,MASTER'S,SOFTWARE ENGINEER,IT,68827.0,MEDIUM,Y,60,Fall
C,2022-03-31,2022-05-26,NEBRASKA SERVICE CENTER,INDIA,57.0,BACHELOR'S,SYSTEMS DEVELOPER -III,FINANCE,101566.0,HIGH,N,56,Spring
C,2022-07-16,2022-09-13,TEXAS SERVICE CENTER,CHINA,29.0,BACHELOR'S,PROGRAMMER ANALYST,IT,78957.0,MEDIUM,N,59,Summer
C,2022-04-09,2022-05-25,CALIFORNIA SERVICE CENTER,CHINA,33.0,MASTER'S,SYSTEMS ADMINISTRATOR,IT,86819.0,MEDIUM,Y,46,Spring
C,2022-10-06,2022-11-08,POTOMAC SERVICE CENTER,INDIA,32.0,MASTER'S,PROGRAMMER ANALYST,ENGINEERING,70554.0,MEDIUM,Y,33,Fall
W,2022-03-21,2022-04-17,VERMONT SERVICE CENTER,INDIA,49.0,BACHELOR'S,JAVA DEVELOPER - I,ENGINEERING,68827.0,MEDIUM,Y,27,Spring
C,2022-05-15,2022-06-04,POTOMAC SERVICE CENTER,PHILIPPINES,50.0,MASTER'S,ELECTROMECHANICAL ENGINEERING TECHNOLOGISTS,IT,46176.0,LOW,Y,20,Spring
C,2022-02-14,2022-04-12,CALIFORNIA SERVICE CENTER,CHINA,44.0,BACHELOR'S,BUSINESS DEVELOPMENT REPRESENTATIVE,IT,93683.0,MEDIUM,Y,57,Winter
C,2022-10-08,2022-11-02,CALIFORNIA SERVICE CENTER,INDIA,27.0,BACHELOR'S,TEST ANALYST - US - PROFESSIONAL,IT,60798.0,MEDIUM,N,25,Fall
C,2022-10-18,2022-12-12,POTOMAC SERVICE CENTER,INDIA,58.0,MASTER'S,SOFTWARE DEVELOPER APPLICATION,IT,107806.0,HIGH,Y,55,Fall
C,2022-05-16,2022-07-03,CALIFORNIA SERVICE CENTER,INDIA,22.0,MASTER'S,SOFTWARE ENGINEER,ENGINEERING,107806.0,HIGH,Y,48,Spring
C,2022-03-27,2022-04-13,NEBRASKA SERVICE CENTER,CHINA,54.0,MASTER'S,JAVA DEVELOPER - II,IT,85197.0,MEDIUM,Y,17,Spring
C,2022-09-26,2022-11-01,TEXAS SERVICE CENTER,INDIA,22.0,MASTER'S,SOFTWARE DEVELOPER,OTHER,101566.0,HIGH,Y,36,Fall
C,2022-03-23,2022-04-17,TEXAS SERVICE CENTER,CHINA,30.0,MASTER'S,SYSTEMS  ANALYST,ENGINEERING,62754.0,MEDIUM,Y,25,Spring
C,2022-08-24,2022-09-30,CALIFORNIA SERVICE CENTER,INDIA,50.0,BACHELOR'S,SENIOR CONSULTANT,FINANCE,62754.0,MEDIUM,Y,37,Summer
C,2022-09-26,2022-10-07,NEBRASKA SERVICE CENTER,INDIA,29.0,MASTER'S,DEVELOPER USER INTERFACE,IT,59530.0,LOW,Y,11,Fall
C,2022-03-23,2022-05-01,POTOMAC SERVICE CENTER,INDIA,31.0,MASTER'S,SYSTEMS ANALYST,IT,79414.0,MEDIUM,Y,39,Spring
C,2022-07-21,2022-08-20,POTOMAC SERVICE CENTER,CANADA,38.0,BACHELOR'S,TECHNOLOGY ANALYST - US - PRACTITIONER,IT,62754.0,MEDIUM,Y,30,Summer
C,2022-10-10,2022-12-01,TEXAS SERVICE CENTER,INDIA,52.0,BACHELOR'S,TECHNICAL SALES SUPPORT SPECIALIST,IT,71386.0,MEDIUM,Y,52,Fall
C,2022-01-21,2022-03-18,VERMONT SERVICE CENTER,CHINA,48.0,MASTER'S,SENIOR SOLUTIONS ARCHITECT,IT,79498.0,MEDIUM,Y,56,Winter
