case_status,application_date,decision_date,processing_office,applicant_country,applicant_age,education_level,job_title,occupation_category,prevailing_wage,wage_category,full_time_position
C,22-01-2022,03-03-2022,nan,INDIA,34,MASTER'S,AUDIENCE MANAGEMENT ANALYST,IT,45136,LOW,Y
C,08-01-2022,17-02-2022,nan,INDIA,22,MASTER'S,IT BUSINESS SYSTEM ANALYST,FINANCE,62754,MEDIUM,Y
C,22-06-2022,16-08-2022,POTOMAC SERVICE CENTER,PHILIPPINES,48,MASTER'S,PROGRAMMER ANALYST,IT,46301,LOW,Y
C,18-05-2022,09-07-2022,CALIFORNIA SERVICE CENTER,CHINA,23,MASTER'S,SOLUTION ARCHITECT,IT,101566,HIGH,Y
C,31-12-2022,16-01-2023,NEBRASKA SERVICE CENTER,PHILIPPINES,46,MASTER'S,APPLICATION PROGRAMMER SPECIALIST,FINANCE,48.83,LOW,Y
C,,,NEBRASKA SERVICE CENTER,INDIA,48,MASTER'S,QA ANALYST - I,IT,60798,MEDIUM,Y
C,24-07-2022,09-09-2022,CALIFORNIA SERVICE CENTER,INDIA,34,MASTER'S,SOFTWARE APPLICATIONS DEVELOPER,MEDICAL,68827,MEDIUM,Y
C,27-08-2022,14-09-2022,CALIFORNIA SERVICE CENTER,SOUTH KOREA,50,BACHELOR'S,SOFTWARE DEVELOPER,IT,85197,MEDIUM,Y
C,07-08-2022,04-09-2022,CALIFORNIA SERVICE CENTER,INDIA,34,MASTER'S,TECHNICAL CONSULTANT,ENGINEERING,93475,MEDIUM,Y
C,06-06-2022,22-06-2022,VERMONT SERVICE CENTER,SOUTH KOREA,37,DOCTORATE,TECHNICAL RECRUITER AND ACCOUNTING SPECIALIST,IT,38480,LOW,Y
CW,16-10-2022,28-11-2022,VERMONT SERVICE CENTER,INDIA,41,MASTER'S,BUSINESS INTELLIGENCE MANAGER,EDUCATION,107203,HIGH,Y
C,26-01-2022,20-03-2022,POTOMAC SERVICE CENTER,CHINA,51,MASTER'S,SOFTWARE DEVELOPER APPLICATION,FINANCE,101566,HIGH,Y
C,08-10-2022,30-10-2022,POTOMAC SERVICE CENTER,INDIA,,BACHELOR'S,TECHNICAL CONSULTANT - II,IT,85197,MEDIUM,N
C,13-02-2022,14-04-2022,NEBRASKA SERVICE CENTER,PHILIPPINES,41,BACHELOR'S,PROGRAMMER ANALYST,FINANCE,46301,LOW,Y
C,30-06-2022,25-08-2022,NEBRASKA SERVICE CENTER,INDIA,51,MASTER'S,PROGRAMMER ANALYST,IT,62754,MEDIUM,Y
C,12-06-2022,13-07-2022,POTOMAC SERVICE CENTER,INDIA,42,MASTER'S,SENIOR SOFTWARE DEVELOPER,IT,85197,MEDIUM,Y
C,10-11-2022,09-01-2023,CALIFORNIA SERVICE CENTER,INDIA,58,BACHELOR'S,PROGRAMMER ANALYST,IT,78957,MEDIUM,Y
C,03-02-2022,19-02-2022,POTOMAC SERVICE CENTER,nan,59,DOCTORATE,JAVA DEVELOPER - I,ENGINEERING,68827,MEDIUM,Y
C,16-08-2022,07-10-2022,CALIFORNIA SERVICE CENTER,INDIA,55,BACHELOR'S,SOFTWARE DEVELOPER,IT,85197,MEDIUM,Y
C,05-09-2022,25-09-2022,CALIFORNIA SERVICE CENTER,INDIA,,MASTER'S,CONSULTANT LEVEL 3,IT,98176,MEDIUM,Y
C,17-06-2022,02-08-2022,VERMONT SERVICE CENTER,CHINA,52,BACHELOR'S,"VICE PRESIDENT, ENGINEERING",IT,180336,HIGH,Y
C,06-07-2022,02-09-2022,NEBRASKA SERVICE CENTER,SOUTH KOREA,39,nan,LEAD ATG DEVELOPER,FINANCE,107806,HIGH,Y
C,08-09-2022,14-10-2022,POTOMAC SERVICE CENTER,nan,43,MASTER'S,SALES ENGINEER,FINANCE,71386,MEDIUM,Y
C,03-09-2022,30-10-2022,VERMONT SERVICE CENTER,INDIA,29,MASTER'S,MANAGEMENT ANALYST (QUANTITATIVE MARKETS),IT,60195,MEDIUM,Y
C,18-09-2022,06-10-2022,nan,CANADA,37,MASTER'S,SOFTWARE DEVELOPER,FINANCE,90646,MEDIUM,Y
C,,,nan,INDIA,22,BACHELOR'S,COMPUTER SPECIALIST/TESTING AND QUALITY ANALYST 2,ENGINEERING,79498,MEDIUM,Y
C,,,CALIFORNIA SERVICE CENTER,INDIA,55,nan,E-COMMERCE JAVA DEVELOPER,MEDICAL,90646,MEDIUM,Y
C,,,nan,MEXICO,34,BACHELOR'S,COMPUTER PROGRAMMER ANALYST,IT,67891,MEDIUM,Y
C,25-07-2022,06-09-2022,POTOMAC SERVICE CENTER,CHINA,38,MASTER'S,TECHNOLOGY LEAD - US - PROFESSIONAL,IT,78957,MEDIUM,N
C,01-06-2022,03-07-2022,nan,INDIA,51,nan,COMPUTER SYSTEMS ANALSYT,FINANCE,79414,MEDIUM,N
C,18-05-2022,23-06-2022,CALIFORNIA SERVICE CENTER,INDIA,47,BACHELOR'S,JAVA DEVELOPER - II,IT,85197,MEDIUM,Y
C,20-02-2022,10-03-2022,NEBRASKA SERVICE CENTER,CHINA,53,MASTER'S,LEAD-SOFTWARE/APPLICATION ARCHITECT,IT,79498,MEDIUM,Y
C,13-03-2022,14-04-2022,POTOMAC SERVICE CENTER,CHINA,27,BACHELOR'S,SECURITY ENGINEER,MEDICAL,71386,MEDIUM,Y
C,08-01-2022,22-01-2022,TEXAS SERVICE CENTER,CHINA,44,nan,PRINCIPAL APPLICATIONS DEVELOPER,IT,117936,HIGH,Y
C,17-07-2022,27-07-2022,VERMONT SERVICE CENTER,INDIA,,MASTER'S,PROGRAMMER ANALYST,OTHER,62754,MEDIUM,Y
C,26-01-2022,18-03-2022,CALIFORNIA SERVICE CENTER,CHINA,41,MASTER'S,MARKETING ANALYST,IT,60798,MEDIUM,Y
C,,,CALIFORNIA SERVICE CENTER,INDIA,46,MASTER'S,SALESFORCE SOLUTION ARCHITECT,FINANCE,79498,MEDIUM,Y
C,15-07-2022,06-08-2022,POTOMAC SERVICE CENTER,CANADA,,MASTER'S,GRADUATE INTERN,FINANCE,51688,LOW,Y
C,04-04-2022,26-04-2022,nan,INDIA,57,MASTER'S,BUSINESS ANALYST,IT,62858,MEDIUM,Y
CW,01-06-2022,19-06-2022,VERMONT SERVICE CENTER,INDIA,46,MASTER'S,SOFTWARE ENGINEER,IT,65042,MEDIUM,N
C,08-05-2022,08-06-2022,CALIFORNIA SERVICE CENTER,CHINA,,BACHELOR'S,AVP; CNSLT - SYSTEMS ENG,IT,79498,MEDIUM,Y
C,17-01-2022,11-02-2022,TEXAS SERVICE CENTER,INDIA,45,nan,PRODUCTION ENGINEER,FINANCE,61568,MEDIUM,N
C,23-03-2022,05-05-2022,VERMONT SERVICE CENTER,PHILIPPINES,31,BACHELOR'S,UNIX APPLICATION SERVICES ENGINEER,IT,85197,MEDIUM,Y
C,23-10-2022,16-12-2022,TEXAS SERVICE CENTER,INDIA,41,MASTER'S,RISK ANALYST,FINANCE,54538,LOW,Y
C,27-10-2022,12-11-2022,CALIFORNIA SERVICE CENTER,CANADA,25,DOCTORATE,"SENIOR MANAGER, CONSULTING",FINANCE,124301,HIGH,Y
CW,06-01-2022,25-01-2022,TEXAS SERVICE CENTER,INDIA,42,BACHELOR'S,SENIOR SOFTWARE AUTOMATION TEST ENGINEER,IT,85197,MEDIUM,Y
C,,,TEXAS SERVICE CENTER,CHINA,24,BACHELOR'S,PROGRAMMER ANALYST,IT,62754,MEDIUM,Y
C,02-10-2022,05-11-2022,NEBRASKA SERVICE CENTER,INDIA,43,BACHELOR'S,DEVELOPER USER INTERFACE,IT,59530,LOW,N
C,31-05-2022,27-06-2022,nan,nan,28,BACHELOR'S,SYSTEMS ANALYST,FINANCE,62754,MEDIUM,Y
C,21-02-2022,17-03-2022,nan,INDIA,41,BACHELOR'S,PROGRAMMER ANALYST,EDUCATION,62754,MEDIUM,Y
C,10-10-2022,29-10-2022,NEBRASKA SERVICE CENTER,INDIA,47,nan,ORACLE APPLICATIONS CONSULTANT - II,IT,85197,MEDIUM,Y
CW,01-03-2022,03-04-2022,CALIFORNIA SERVICE CENTER,INDIA,52,MASTER'S,JAVA DEVELOPER,ENGINEERING,62754,MEDIUM,Y
C,02-08-2022,24-09-2022,POTOMAC SERVICE CENTER,INDIA,31,DOCTORATE,SOFTWARE ENGINEER,FINANCE,85197,MEDIUM,Y
C,17-04-2022,05-06-2022,nan,INDIA,38,MASTER'S,DOT NET DEVELOPER,IT,68827,MEDIUM,N
C,07-02-2022,25-02-2022,VERMONT SERVICE CENTER,INDIA,52,MASTER'S,DATA WAREHOUSING SPECIALIST,ENGINEERING,98176,MEDIUM,N
C,06-07-2022,05-08-2022,nan,CHINA,25,MASTER'S,PROJECT MANAGER,ENGINEERING,79498,MEDIUM,Y
C,04-12-2022,31-01-2023,TEXAS SERVICE CENTER,INDIA,43,nan,SOFTWARE DEVELOPER,EDUCATION,101566,HIGH,N
C,21-05-2022,07-07-2022,NEBRASKA SERVICE CENTER,INDIA,36,MASTER'S,PROGRAMMER ANALYST,ENGINEERING,62754,MEDIUM,Y
C,,,CALIFORNIA SERVICE CENTER,INDIA,57,DOCTORATE,SENIOR SOFTWARE DEVELOPER,IT,90646,MEDIUM,Y
C,11-05-2022,28-06-2022,NEBRASKA SERVICE CENTER,INDIA,28,MASTER'S,STAFF ACCOUNTANT,IT,64064,MEDIUM,Y
C,18-05-2022,09-07-2022,nan,INDIA,36,MASTER'S,SYSTEMS DEVELOPER -II,IT,85197,MEDIUM,Y
C,03-02-2022,02-04-2022,POTOMAC SERVICE CENTER,INDIA,43,BACHELOR'S,ORACLE APPLICATIONS DBA - II,OTHER,85197,MEDIUM,Y
C,31-08-2022,29-10-2022,NEBRASKA SERVICE CENTER,INDIA,32,MASTER'S,JAVA DEVELOPER - II,OTHER,85197,MEDIUM,Y
C,11-11-2022,21-11-2022,TEXAS SERVICE CENTER,INDIA,48,BACHELOR'S,BUSINESS ANALYST - I,EDUCATION,62754,MEDIUM,Y
C,28-02-2022,28-03-2022,NEBRASKA SERVICE CENTER,CANADA,,MASTER'S,SOFTWARE DEVELOPER,IT,65042,MEDIUM,Y
C,08-08-2022,25-09-2022,TEXAS SERVICE CENTER,CHINA,22,BACHELOR'S,BUSINESS SYSTEM ANALYST,FINANCE,79414,MEDIUM,Y
C,28-11-2022,26-01-2023,TEXAS SERVICE CENTER,INDIA,46,MASTER'S,PROJECT MANAGER,IT,79498,MEDIUM,N
C,,,TEXAS SERVICE CENTER,CANADA,35,MASTER'S,SYSTEMS ENGINEER,IT,85197,MEDIUM,Y
C,03-10-2022,18-11-2022,POTOMAC SERVICE CENTER,INDIA,38,BACHELOR'S,AVP; SPECIALIST - INFO SECURITY ENGINEER,IT,78957,MEDIUM,Y
C,01-09-2022,17-10-2022,NEBRASKA SERVICE CENTER,INDIA,28,MASTER'S,PROGRAMMER ANALYST,IT,30.17,LOW,Y
C,18-01-2022,01-02-2022,CALIFORNIA SERVICE CENTER,SOUTH KOREA,43,MASTER'S,ORACLE APPLICATIONS CONSULTANT - II,IT,85197,MEDIUM,Y
C,06-01-2022,27-01-2022,TEXAS SERVICE CENTER,INDIA,33,MASTER'S,QA ANALYST - II,MEDICAL,79498,MEDIUM,Y
C,18-03-2022,26-04-2022,VERMONT SERVICE CENTER,INDIA,36,BACHELOR'S,SOFTWARE ENGINEER,FINANCE,68827,MEDIUM,Y
C,,,TEXAS SERVICE CENTER,MEXICO,44,MASTER'S,BI CONSULTANT- II,IT,85197,MEDIUM,Y
C,13-02-2022,09-03-2022,TEXAS SERVICE CENTER,INDIA,56,MASTER'S,SENIOR PROJECT MANAGER - US - PRACTITIONER,IT,116875,HIGH,Y
CW,23-07-2022,14-08-2022,nan,nan,35,MASTER'S,SENIOR SOFTWARE DEVELOPER,IT,85197,MEDIUM,Y
C,28-05-2022,04-07-2022,POTOMAC SERVICE CENTER,INDIA,40,BACHELOR'S,QA ANALYST - II,IT,79498,MEDIUM,Y
C,10-12-2022,03-01-2023,VERMONT SERVICE CENTER,CANADA,35,nan,PROGRAMMER ANALYST,ENGINEERING,46301,LOW,Y
C,30-05-2022,12-06-2022,NEBRASKA SERVICE CENTER,INDIA,42,MASTER'S,SOFTWARE DEVELOPMENT ENGINEER,IT,117936,HIGH,Y
C,26-10-2022,11-11-2022,nan,INDIA,24,MASTER'S,BI CONSULTANT - II,IT,79498,MEDIUM,Y
C,26-01-2022,22-02-2022,CALIFORNIA SERVICE CENTER,INDIA,51,MASTER'S,BI CONSULTANT - II,ENGINEERING,85197,MEDIUM,Y
C,13-07-2022,17-08-2022,POTOMAC SERVICE CENTER,INDIA,31,MASTER'S,FINANCIAL QUANTITATIVE ANALYST,IT,42557,LOW,Y
C,29-08-2022,27-10-2022,POTOMAC SERVICE CENTER,CANADA,47,MASTER'S,BUSINESS SYSTEMS ANALYST,IT,62754,MEDIUM,Y
C,25-11-2022,24-12-2022,CALIFORNIA SERVICE CENTER,INDIA,26,MASTER'S,"ICS CONSULTANT, PRINCIPAL",MEDICAL,85197,MEDIUM,Y
C,20-11-2022,03-01-2023,TEXAS SERVICE CENTER,INDIA,,DOCTORATE,IT BUSINESS ANALYST,IT,46.14,LOW,Y
C,20-11-2022,12-01-2023,nan,INDIA,48,BACHELOR'S,INTERNAL SALES ASSOCIATE,EDUCATION,38813,LOW,Y
CW,,,nan,INDIA,39,MASTER'S,SYSTEM ADMIN,IT,58386,LOW,Y
C,10-02-2022,20-03-2022,POTOMAC SERVICE CENTER,INDIA,,BACHELOR'S,SENIOR CONSULTANT,IT,68474,MEDIUM,Y
C,05-01-2022,09-02-2022,NEBRASKA SERVICE CENTER,INDIA,29,MASTER'S,SR. DEVELOPMENT DBA,ENGINEERING,117936,HIGH,Y
C,23-12-2022,11-01-2023,VERMONT SERVICE CENTER,INDIA,38,nan,SOFTWARE ENGINEER,IT,85197,MEDIUM,Y
C,,,TEXAS SERVICE CENTER,CHINA,35,nan,PROGRAMMER ANALYST,IT,62754,MEDIUM,N
C,11-09-2022,15-10-2022,nan,INDIA,52,nan,SECURITY ENGINEER,IT,71386,MEDIUM,Y
C,07-06-2022,22-06-2022,VERMONT SERVICE CENTER,CHINA,56,MASTER'S,SOFTWARE ENGINEER,IT,70221,MEDIUM,Y
C,29-03-2022,05-05-2022,POTOMAC SERVICE CENTER,INDIA,,BACHELOR'S,PROGRAMMER,IT,46301,LOW,Y
C,12-05-2022,02-07-2022,nan,INDIA,25,MASTER'S,SECURITY ENGINEER,IT,71386,MEDIUM,Y
C,11-03-2022,26-04-2022,POTOMAC SERVICE CENTER,INDIA,40,BACHELOR'S,BUSINESS SYSTEM ANALYST,IT,78957,MEDIUM,Y
C,21-08-2022,26-09-2022,CALIFORNIA SERVICE CENTER,SOUTH KOREA,56,BACHELOR'S,SOFTWARE DEVELOPER APPLICATION,ENGINEERING,90646,MEDIUM,Y
CW,27-09-2022,26-11-2022,TEXAS SERVICE CENTER,CHINA,,MASTER'S,SOFTWARE ENGINEER,IT,68827,MEDIUM,Y
C,31-03-2022,26-05-2022,NEBRASKA SERVICE CENTER,INDIA,57,BACHELOR'S,SYSTEMS DEVELOPER -III,FINANCE,101566,HIGH,N
C,16-07-2022,13-09-2022,TEXAS SERVICE CENTER,CHINA,29,BACHELOR'S,PROGRAMMER ANALYST,IT,78957,MEDIUM,N
C,09-04-2022,25-05-2022,CALIFORNIA SERVICE CENTER,CHINA,33,nan,SYSTEMS ADMINISTRATOR,IT,86819,MEDIUM,Y
C,06-10-2022,08-11-2022,POTOMAC SERVICE CENTER,INDIA,32,MASTER'S,PROGRAMMER ANALYST,ENGINEERING,70554,MEDIUM,Y
W,21-03-2022,17-04-2022,VERMONT SERVICE CENTER,INDIA,49,BACHELOR'S,JAVA DEVELOPER - I,ENGINEERING,68827,MEDIUM,Y
C,,,VERMONT SERVICE CENTER,INDIA,58,BACHELOR'S,SALES ENGINEER,IT,71386,MEDIUM,Y
C,15-05-2022,04-06-2022,nan,PHILIPPINES,50,MASTER'S,ELECTROMECHANICAL ENGINEERING TECHNOLOGISTS,IT,46176,LOW,Y
C,14-02-2022,12-04-2022,CALIFORNIA SERVICE CENTER,CHINA,44,BACHELOR'S,BUSINESS DEVELOPMENT REPRESENTATIVE,IT,93683,MEDIUM,Y
C,08-10-2022,02-11-2022,CALIFORNIA SERVICE CENTER,INDIA,27,BACHELOR'S,TEST ANALYST - US - PROFESSIONAL,IT,60798,MEDIUM,N
C,18-10-2022,12-12-2022,nan,INDIA,58,MASTER'S,SOFTWARE DEVELOPER APPLICATION,IT,107806,HIGH,Y
C,16-05-2022,03-07-2022,CALIFORNIA SERVICE CENTER,INDIA,22,nan,SOFTWARE ENGINEER,ENGINEERING,107806,HIGH,Y
C,27-03-2022,13-04-2022,NEBRASKA SERVICE CENTER,CHINA,54,MASTER'S,JAVA DEVELOPER - II,IT,85197,MEDIUM,Y
C,26-09-2022,01-11-2022,TEXAS SERVICE CENTER,INDIA,22,MASTER'S,SOFTWARE DEVELOPER,OTHER,101566,HIGH,Y
C,23-03-2022,17-04-2022,TEXAS SERVICE CENTER,CHINA,30,MASTER'S,SYSTEMS  ANALYST,ENGINEERING,62754,MEDIUM,Y
C,24-08-2022,30-09-2022,CALIFORNIA SERVICE CENTER,INDIA,50,BACHELOR'S,SENIOR CONSULTANT,FINANCE,62754,MEDIUM,Y
C,26-09-2022,07-10-2022,NEBRASKA SERVICE CENTER,INDIA,29,MASTER'S,DEVELOPER USER INTERFACE,IT,59530,LOW,Y
C,23-03-2022,01-05-2022,nan,INDIA,31,MASTER'S,SYSTEMS ANALYST,IT,79414,MEDIUM,Y
C,21-07-2022,20-08-2022,nan,CANADA,38,BACHELOR'S,TECHNOLOGY ANALYST - US - PRACTITIONER,IT,62754,MEDIUM,Y
C,10-10-2022,01-12-2022,TEXAS SERVICE CENTER,INDIA,52,BACHELOR'S,TECHNICAL SALES SUPPORT SPECIALIST,IT,71386,MEDIUM,Y
C,21-01-2022,18-03-2022,VERMONT SERVICE CENTER,CHINA,48,MASTER'S,SENIOR SOLUTIONS ARCHITECT,IT,79498,MEDIUM,Y
C,08-10-2022,01-11-2022,nan,INDIA,43,MASTER'S,BI CONSULTANT - I,ENGINEERING,68827,MEDIUM,N
C,,,CALIFORNIA SERVICE CENTER,nan,49,MASTER'S,SENIOR SOFTWARE ENGINEER,OTHER,68827,MEDIUM,N
W,21-12-2022,08-01-2023,VERMONT SERVICE CENTER,INDIA,53,MASTER'S,SR DEVOPS ENGINEER,IT,68827,MEDIUM,Y
C,16-04-2022,13-05-2022,CALIFORNIA SERVICE CENTER,PHILIPPINES,58,MASTER'S,SOLUTIONS ARCHITECT,IT,95160,MEDIUM,Y
C,14-07-2022,08-08-2022,nan,INDIA,25,BACHELOR'S,.NET DEVELOPER,IT,85197,MEDIUM,Y
C,,,NEBRASKA SERVICE CENTER,INDIA,33,BACHELOR'S,SENIOR SOFTWARE AUTOMATION TEST ENGINEER,IT,85197,MEDIUM,Y
C,19-05-2022,01-07-2022,TEXAS SERVICE CENTER,MEXICO,36,nan,ATG DEVELOPER,ENGINEERING,90646,MEDIUM,Y
C,07-06-2022,04-07-2022,CALIFORNIA SERVICE CENTER,INDIA,39,BACHELOR'S,VICE PRESIDENT; TEAM MANAGER - SYS ENG,OTHER,116875,HIGH,N
C,25-10-2022,21-11-2022,POTOMAC SERVICE CENTER,INDIA,52,DOCTORATE,PROJECT MANAGER,FINANCE,98176,MEDIUM,Y
C,08-11-2022,18-11-2022,CALIFORNIA SERVICE CENTER,CHINA,,MASTER'S,SENIOR SOFTWARE DEVELOPER,IT,107806,HIGH,N
C,25-11-2022,15-12-2022,nan,INDIA,42,MASTER'S,SYSTEMS ANALYST,IT,95160,MEDIUM,Y
C,30-08-2022,25-10-2022,CALIFORNIA SERVICE CENTER,INDIA,51,BACHELOR'S,SOFTWARE ENGINEER,IT,101566,HIGH,N
C,04-10-2022,04-11-2022,TEXAS SERVICE CENTER,INDIA,38,MASTER'S,SENIOR SOFTWARE DEVELOPER,IT,85197,MEDIUM,Y
C,23-09-2022,10-11-2022,nan,INDIA,40,MASTER'S,AVP; CNSLT - APPS PROG,IT,107806,HIGH,Y
C,05-10-2022,29-10-2022,NEBRASKA SERVICE CENTER,INDIA,55,MASTER'S,SENIOR SOFTWARE DEVELOPER,IT,90646,MEDIUM,Y
C,,,CALIFORNIA SERVICE CENTER,INDIA,52,MASTER'S,SENIOR SOFTWARE AUTOMATION TEST ENGINEER,IT,85197,MEDIUM,Y
C,28-11-2022,25-12-2022,CALIFORNIA SERVICE CENTER,CANADA,37,MASTER'S,COMPUTER PROGRAMMER,ENGINEERING,46301,LOW,Y
C,28-07-2022,17-09-2022,CALIFORNIA SERVICE CENTER,INDIA,22,BACHELOR'S,TECHNOLOGY ARCHITECT - US,OTHER,98176,MEDIUM,Y
C,23-10-2022,08-12-2022,POTOMAC SERVICE CENTER,INDIA,31,BACHELOR'S,"SENIOR MANAGER, TECHNICAL SERVICES",IT,124301,HIGH,Y
C,12-04-2022,29-04-2022,POTOMAC SERVICE CENTER,INDIA,,BACHELOR'S,SOLUTIONS ARCHITECT-VISTARA IMPLEMENTATION,IT,79498,MEDIUM,Y
C,01-04-2022,27-04-2022,VERMONT SERVICE CENTER,CHINA,34,nan,ASSISTANT VICE PRESIDENT; PRODUCTION SERVICES LEAD,ENGINEERING,85197,MEDIUM,Y
W,28-01-2022,23-02-2022,TEXAS SERVICE CENTER,INDIA,28,nan,PROJECT MANAGER,IT,98176,MEDIUM,Y
C,02-11-2022,24-12-2022,VERMONT SERVICE CENTER,INDIA,36,BACHELOR'S,SENIOR SOFTWARE QUALITY ASSURANCE TESTER,ENGINEERING,93475,MEDIUM,Y
C,11-06-2022,31-07-2022,TEXAS SERVICE CENTER,INDIA,55,BACHELOR'S,IT BUSINESS ANALYST,EDUCATION,60798,MEDIUM,Y
C,02-02-2022,25-02-2022,nan,INDIA,26,BACHELOR'S,SR. CONSULTANT PROFESSIONAL SERVICES,FINANCE,59696,LOW,Y
C,,,NEBRASKA SERVICE CENTER,INDIA,43,BACHELOR'S,SR. WEB SITE OPTIMIZATION MANAGER,IT,79498,MEDIUM,Y
CW,,,CALIFORNIA SERVICE CENTER,INDIA,23,MASTER'S,STORAGE SYSTEMS ADMINISTRATOR,ENGINEERING,86819,MEDIUM,Y
C,16-02-2022,10-04-2022,TEXAS SERVICE CENTER,INDIA,47,MASTER'S,ASSOCIATE SPECIALIST-TECHNOLOGY/APPLICATION PROGRAMMER,FINANCE,90646,MEDIUM,Y
C,06-09-2022,25-09-2022,nan,INDIA,53,MASTER'S,PROGRAMMER ANALYST,OTHER,62754,MEDIUM,Y
C,,,POTOMAC SERVICE CENTER,CHINA,25,MASTER'S,SOFTWARE ENGINEER,ENGINEERING,90646,MEDIUM,Y
C,26-10-2022,19-12-2022,NEBRASKA SERVICE CENTER,INDIA,47,MASTER'S,SOLUTION ARCHITECT,IT,101566,HIGH,Y
C,05-10-2022,15-10-2022,TEXAS SERVICE CENTER,CHINA,32,MASTER'S,PROGRAMMER ANALYST,MEDICAL,46301,LOW,N
C,12-06-2022,27-07-2022,NEBRASKA SERVICE CENTER,MEXICO,36,MASTER'S,WINDOWS ADMINISTRATOR,IT,73195,MEDIUM,Y
C,21-05-2022,19-07-2022,CALIFORNIA SERVICE CENTER,CHINA,45,MASTER'S,AVP; BUSINESS SOLUTION CONSULTANT - TECH,FINANCE,101566,HIGH,Y
C,02-06-2022,22-07-2022,TEXAS SERVICE CENTER,INDIA,,MASTER'S,SPECIALIST MASTER,FINANCE,101192,HIGH,Y
C,11-10-2022,05-11-2022,VERMONT SERVICE CENTER,PHILIPPINES,56,MASTER'S,SENIOR SOFTWARE AUTOMATION TEST ENGINEER,IT,90646,MEDIUM,Y
C,11-10-2022,27-10-2022,TEXAS SERVICE CENTER,PHILIPPINES,30,DOCTORATE,BUYER/PURCHASING AGENT,ENGINEERING,19.55,LOW,Y
C,12-07-2022,17-08-2022,POTOMAC SERVICE CENTER,CANADA,40,MASTER'S,SOFTWARE ENGINEER,EDUCATION,68827,MEDIUM,Y
C,03-07-2022,30-07-2022,POTOMAC SERVICE CENTER,INDIA,59,BACHELOR'S,SENIOR SOFTWARE CONSULTANT (.NET CONSULTANT),FINANCE,90646,MEDIUM,Y
C,19-06-2022,07-07-2022,POTOMAC SERVICE CENTER,INDIA,28,MASTER'S,BUSINESS ANALYST,FINANCE,54059,LOW,Y
C,19-09-2022,18-10-2022,NEBRASKA SERVICE CENTER,nan,40,MASTER'S,BI CONSULTANT - I,IT,60798,MEDIUM,Y
C,30-04-2022,12-06-2022,nan,nan,31,MASTER'S,BI CONSULTANT - I,IT,68827,MEDIUM,Y
C,09-01-2022,03-02-2022,NEBRASKA SERVICE CENTER,INDIA,59,MASTER'S,SENIOR SYSTEMS ANALYST,ENGINEERING,78957,MEDIUM,Y
C,16-11-2022,09-01-2023,CALIFORNIA SERVICE CENTER,INDIA,51,BACHELOR'S,SYSTEMS ANALYST-QA,IT,62754,MEDIUM,Y
C,22-10-2022,22-11-2022,NEBRASKA SERVICE CENTER,INDIA,25,BACHELOR'S,SYSTEMS DEVELOPER -II,ENGINEERING,85197,MEDIUM,Y
C,,,CALIFORNIA SERVICE CENTER,INDIA,47,MASTER'S,PROGRAMMER ANALYST,IT,62754,MEDIUM,N
C,12-11-2022,08-01-2023,VERMONT SERVICE CENTER,CANADA,49,MASTER'S,QA ANALYST - II,IT,76586,MEDIUM,N
C,17-06-2022,13-07-2022,TEXAS SERVICE CENTER,INDIA,37,nan,SOFTWARE DEVELOPER- VISTARA PLATFORM ENGINEERING,IT,85197,MEDIUM,N
C,,,CALIFORNIA SERVICE CENTER,INDIA,29,MASTER'S,"TEAM LEAD, DATA SCIENCE",FINANCE,65978,MEDIUM,Y
C,19-10-2022,08-12-2022,VERMONT SERVICE CENTER,CHINA,42,MASTER'S,JAVA DEVELOPER - I,IT,68827,MEDIUM,Y
C,18-05-2022,09-07-2022,TEXAS SERVICE CENTER,INDIA,57,BACHELOR'S,PROGRAMMER ANALYST,FINANCE,62754,MEDIUM,Y
C,04-04-2022,10-05-2022,POTOMAC SERVICE CENTER,INDIA,47,MASTER'S,DEVELOPER,IT,67891,MEDIUM,Y
C,16-01-2022,05-03-2022,POTOMAC SERVICE CENTER,INDIA,26,BACHELOR'S,SYSTEMS DEVELOPER -II,IT,85197,MEDIUM,Y
C,14-02-2022,05-04-2022,NEBRASKA SERVICE CENTER,CHINA,26,MASTER'S,SENIOR SOFTWARE DEVELOPER,OTHER,107806,HIGH,Y
C,,,VERMONT SERVICE CENTER,INDIA,37,DOCTORATE,PROGRAMMER ANALYST,IT,62754,MEDIUM,Y
C,24-08-2022,02-10-2022,VERMONT SERVICE CENTER,CHINA,56,BACHELOR'S,PRODUCTION SERVICES LEAD,IT,79498,MEDIUM,Y
C,29-09-2022,06-11-2022,CALIFORNIA SERVICE CENTER,INDIA,44,nan,BI CONSULTANT - II,IT,85197,MEDIUM,Y
C,08-06-2022,27-06-2022,TEXAS SERVICE CENTER,PHILIPPINES,29,nan,BI CONSULTANT - II,MEDICAL,85197,MEDIUM,Y
C,09-12-2022,11-01-2023,NEBRASKA SERVICE CENTER,INDIA,58,BACHELOR'S,SOLUTION ARCHITECT,IT,101566,HIGH,N
C,18-10-2022,12-12-2022,NEBRASKA SERVICE CENTER,INDIA,26,BACHELOR'S,COMPUTER SYSTEMS ANALYST,MEDICAL,111363,HIGH,Y
C,04-01-2022,07-02-2022,nan,INDIA,42,MASTER'S,APPLICATION PROGRAMMER/.NET DEVELOPER,MEDICAL,51.83,LOW,Y
